#UC Berkeley, ABC 1.01 (compiled Jan 25 2024 13:39:36)
#abc 01> read_bench "./lazy_cleaned_keyed2/lf1462.bench"
#abc 02> bfs
#BFS Adjacency Tags Updating...
#Adjacency tags successfully updated. Run "list" command to list network.
#abc 02> scan
#
#Launching Leakage Analysis...
#
#Set Number of Keys considered to: 7
#
#Network List:
Node n91:	Gate = INV,	Visited = true,		Leaks = true,	Fanin = 1,	Fanout = 1,	Level = 2	KIF = 2 	Adj. Tag = 5
Node po01:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 348	KIF = 381 	Adj. Tag = 1740
Node n1258:	Gate = AND,	Visited = true,		Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 3	KIF = 4 	Adj. Tag = 32
Node n1259:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 45	KIF = 57 	Adj. Tag = 283
Node n1260:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 253	KIF = 182 	Adj. Tag = 555
Node n1261:	Gate = AND,	Visited = true,		Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 3	KIF = 4 	Adj. Tag = 32
Node n1262:	Gate = AND,	Visited = true,		Leaks = true,	Fanin = 2,	Fanout = 1,	Level = 4	KIF = 5 	Adj. Tag = 74
Node n1263:	Gate = INV,	Visited = true,		Leaks = true,	Fanin = 1,	Fanout = 1,	Level = 5	KIF = 5 	Adj. Tag = 116
Node n1264:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 259	KIF = 185 	Adj. Tag = 646
Node n1265:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 260	KIF = 185 	Adj. Tag = 672
Node n1266:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 261	KIF = 185 	Adj. Tag = 699
Node n1267:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 262	KIF = 185 	Adj. Tag = 724
Node n1268:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 263	KIF = 186 	Adj. Tag = 751
Node n1269:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 265	KIF = 187 	Adj. Tag = 783
Node n1270:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 267	KIF = 188 	Adj. Tag = 816
Node n1271:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 269	KIF = 189 	Adj. Tag = 858
Node n1272:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 271	KIF = 193 	Adj. Tag = 905
Node n1273:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 272	KIF = 193 	Adj. Tag = 924
Node n1274:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 271	KIF = 190 	Adj. Tag = 906
Node n1275:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 272	KIF = 190 	Adj. Tag = 924
Node n1276:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 273	KIF = 195 	Adj. Tag = 966
Node n1277:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 274	KIF = 195 	Adj. Tag = 980
Node n1278:	Gate = AND,	Visited = true,		Leaks = true,	Fanin = 2,	Fanout = 2,	Level = 5	KIF = 6 	Adj. Tag = 116
Node n1279:	Gate = INV,	Visited = true,		Leaks = true,	Fanin = 1,	Fanout = 1,	Level = 6	KIF = 6 	Adj. Tag = 133
Node n1280:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 275	KIF = 200 	Adj. Tag = 1009
Node n1281:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 277	KIF = 201 	Adj. Tag = 1074
Node n1282:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 275	KIF = 197 	Adj. Tag = 1010
Node n1283:	Gate = AND,	Visited = true,		Leaks = true,	Fanin = 2,	Fanout = 2,	Level = 3	KIF = 4 	Adj. Tag = 33
Node n1284:	Gate = AND,	Visited = true,		Leaks = true,	Fanin = 2,	Fanout = 1,	Level = 4	KIF = 6 	Adj. Tag = 75
Node n1285:	Gate = INV,	Visited = true,		Leaks = true,	Fanin = 1,	Fanout = 1,	Level = 5	KIF = 6 	Adj. Tag = 117
Node n1286:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 277	KIF = 199 	Adj. Tag = 1074
Node n1287:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 279	KIF = 200 	Adj. Tag = 1130
Node n1288:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 281	KIF = 209 	Adj. Tag = 1173
Node n1289:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 2,	Level = 271	KIF = 192 	Adj. Tag = 906
Node n1290:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 272	KIF = 192 	Adj. Tag = 925
Node n1291:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 272	KIF = 195 	Adj. Tag = 925
Node n1292:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 274	KIF = 196 	Adj. Tag = 980
Node n1293:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 283	KIF = 212 	Adj. Tag = 1221
Node n1294:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 285	KIF = 213 	Adj. Tag = 1263
Node n1295:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 287	KIF = 214 	Adj. Tag = 1296
Node n1296:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 289	KIF = 215 	Adj. Tag = 1322
Node n1297:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 226	KIF = 166 	Adj. Tag = 494
Node n1298:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 251	KIF = 182 	Adj. Tag = 514
Node n1299:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 253	KIF = 183 	Adj. Tag = 555
Node n1300:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 255	KIF = 184 	Adj. Tag = 597
Node n1301:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 257	KIF = 185 	Adj. Tag = 618
Node n1302:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 291	KIF = 219 	Adj. Tag = 1346
Node n1303:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 293	KIF = 220 	Adj. Tag = 1369
Node n1304:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 295	KIF = 222 	Adj. Tag = 1399
Node n1305:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 297	KIF = 223 	Adj. Tag = 1431
Node n1306:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 255	KIF = 184 	Adj. Tag = 598
Node n1307:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 257	KIF = 184 	Adj. Tag = 619
Node n1308:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 299	KIF = 225 	Adj. Tag = 1455
Node n1309:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 301	KIF = 225 	Adj. Tag = 1477
Node n1310:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 303	KIF = 227 	Adj. Tag = 1500
Node n1311:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 305	KIF = 228 	Adj. Tag = 1524
Node n1312:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 287	KIF = 214 	Adj. Tag = 1296
Node n1313:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 289	KIF = 214 	Adj. Tag = 1323
Node n1314:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 2,	Level = 282	KIF = 201 	Adj. Tag = 1195
Node n1315:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 283	KIF = 201 	Adj. Tag = 1221
Node n1316:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 321	KIF = 330 	Adj. Tag = 1653
Node n1317:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 322	KIF = 330 	Adj. Tag = 1657
Node n1318:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 323	KIF = 330 	Adj. Tag = 1663
Node n1319:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 324	KIF = 330 	Adj. Tag = 1668
Node n1320:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 325	KIF = 330 	Adj. Tag = 1674
Node n1321:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 326	KIF = 330 	Adj. Tag = 1677
Node n1322:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 327	KIF = 334 	Adj. Tag = 1682
Node n1323:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 329	KIF = 334 	Adj. Tag = 1690
Node n1324:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 331	KIF = 363 	Adj. Tag = 1700
Node n1325:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 333	KIF = 363 	Adj. Tag = 1709
Node n1326:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 335	KIF = 363 	Adj. Tag = 1716
Node n1327:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 337	KIF = 363 	Adj. Tag = 1721
Node n1328:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 339	KIF = 377 	Adj. Tag = 1725
Node po02:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 341	KIF = 378 	Adj. Tag = 1730
Node n1330:	Gate = AND,	Visited = true,		Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 3	KIF = 4 	Adj. Tag = 33
Node n1331:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 45	KIF = 58 	Adj. Tag = 284
Node n1332:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 253	KIF = 184 	Adj. Tag = 556
Node n1333:	Gate = AND,	Visited = true,		Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 3	KIF = 4 	Adj. Tag = 34
Node n1334:	Gate = AND,	Visited = true,		Leaks = true,	Fanin = 2,	Fanout = 1,	Level = 4	KIF = 5 	Adj. Tag = 75
Node n1335:	Gate = INV,	Visited = true,		Leaks = true,	Fanin = 1,	Fanout = 1,	Level = 5	KIF = 5 	Adj. Tag = 117
Node n1336:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 259	KIF = 186 	Adj. Tag = 647
Node n1337:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 260	KIF = 186 	Adj. Tag = 672
Node n1338:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 261	KIF = 187 	Adj. Tag = 699
Node n1339:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 262	KIF = 187 	Adj. Tag = 725
Node n1340:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 263	KIF = 188 	Adj. Tag = 751
Node n1341:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 265	KIF = 188 	Adj. Tag = 783
Node n1342:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 267	KIF = 190 	Adj. Tag = 816
Node n1343:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 269	KIF = 191 	Adj. Tag = 859
Node n1344:	Gate = AND,	Visited = true,		Leaks = false,	Fanin = 2,	Fanout = 4,	Level = 3	KIF = 5 	Adj. Tag = 34
Node n1345:	Gate = INV,	Visited = true,		Leaks = false,	Fanin = 1,	Fanout = 2,	Level = 4	KIF = 5 	Adj. Tag = 76
Node n1346:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 271	KIF = 196 	Adj. Tag = 907
Node n1347:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 272	KIF = 196 	Adj. Tag = 926
Node n1348:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 275	KIF = 196 	Adj. Tag = 1010
Node n1349:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 276	KIF = 196 	Adj. Tag = 1030
Node n1350:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 277	KIF = 202 	Adj. Tag = 1075
Node n1351:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 278	KIF = 202 	Adj. Tag = 1107
Node n1352:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 279	KIF = 203 	Adj. Tag = 1131
Node n1353:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 281	KIF = 203 	Adj. Tag = 1173
Node n1354:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 271	KIF = 195 	Adj. Tag = 907
Node n1355:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 272	KIF = 195 	Adj. Tag = 926
Node n1356:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 275	KIF = 196 	Adj. Tag = 1011
Node n1357:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 276	KIF = 196 	Adj. Tag = 1030
Node n1358:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 277	KIF = 201 	Adj. Tag = 1075
Node n1359:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 271	KIF = 195 	Adj. Tag = 908
Node n1360:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 272	KIF = 195 	Adj. Tag = 927
Node n1361:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 271	KIF = 190 	Adj. Tag = 908
Node n1362:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 272	KIF = 190 	Adj. Tag = 927
Node n1363:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 273	KIF = 197 	Adj. Tag = 966
Node n1364:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 274	KIF = 197 	Adj. Tag = 981
Node n1365:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 275	KIF = 200 	Adj. Tag = 1011
Node n1366:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 276	KIF = 200 	Adj. Tag = 1031
Node n1367:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 278	KIF = 210 	Adj. Tag = 1107
Node n1368:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 279	KIF = 210 	Adj. Tag = 1131
Node n1369:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 280	KIF = 212 	Adj. Tag = 1158
Node n1370:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 282	KIF = 212 	Adj. Tag = 1196
Node n1371:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 284	KIF = 213 	Adj. Tag = 1242
Node n1372:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 286	KIF = 213 	Adj. Tag = 1277
Node n1373:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 288	KIF = 214 	Adj. Tag = 1306
Node n1374:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 290	KIF = 215 	Adj. Tag = 1332
Node n1375:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 2,	Level = 282	KIF = 201 	Adj. Tag = 1196
Node n1376:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 283	KIF = 201 	Adj. Tag = 1222
Node n1377:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 313	KIF = 318 	Adj. Tag = 1605
Node n1378:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 314	KIF = 318 	Adj. Tag = 1612
Node n1379:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 315	KIF = 319 	Adj. Tag = 1620
Node n1380:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 316	KIF = 319 	Adj. Tag = 1626
Node n1381:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 317	KIF = 319 	Adj. Tag = 1633
Node n1382:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 318	KIF = 319 	Adj. Tag = 1637
Node n1383:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 319	KIF = 323 	Adj. Tag = 1642
Node n1384:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 321	KIF = 324 	Adj. Tag = 1653
Node n1385:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 323	KIF = 353 	Adj. Tag = 1663
Node n1386:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 325	KIF = 354 	Adj. Tag = 1674
Node n1387:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 327	KIF = 355 	Adj. Tag = 1682
Node n1388:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 329	KIF = 356 	Adj. Tag = 1691
Node n1389:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 288	KIF = 214 	Adj. Tag = 1307
Node n1390:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 290	KIF = 214 	Adj. Tag = 1333
Node n1391:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 214	KIF = 161 	Adj. Tag = 486
Node n1392:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 253	KIF = 183 	Adj. Tag = 556
Node n1393:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 2,	Level = 209	KIF = 160 	Adj. Tag = 483
Node n1394:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 211	KIF = 160 	Adj. Tag = 484
Node n1395:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 255	KIF = 183 	Adj. Tag = 598
Node n1396:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 257	KIF = 184 	Adj. Tag = 619
Node n1397:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 259	KIF = 184 	Adj. Tag = 647
Node n1398:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 261	KIF = 185 	Adj. Tag = 700
Node n1399:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 292	KIF = 218 	Adj. Tag = 1356
Node n1400:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 294	KIF = 218 	Adj. Tag = 1383
Node n1401:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 296	KIF = 220 	Adj. Tag = 1414
Node n1402:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 298	KIF = 220 	Adj. Tag = 1442
Node n1403:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 259	KIF = 184 	Adj. Tag = 648
Node n1404:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 261	KIF = 185 	Adj. Tag = 700
Node n1405:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 300	KIF = 223 	Adj. Tag = 1465
Node n1406:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 302	KIF = 224 	Adj. Tag = 1488
Node n1407:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 304	KIF = 226 	Adj. Tag = 1511
Node n1408:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 306	KIF = 227 	Adj. Tag = 1534
Node n1409:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 331	KIF = 369 	Adj. Tag = 1700
Node po03:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 333	KIF = 370 	Adj. Tag = 1710
Node n1411:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 275	KIF = 193 	Adj. Tag = 1012
Node n1412:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 277	KIF = 194 	Adj. Tag = 1076
Node n1413:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 277	KIF = 198 	Adj. Tag = 1076
Node n1414:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 279	KIF = 199 	Adj. Tag = 1132
Node n1415:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 271	KIF = 197 	Adj. Tag = 909
Node n1416:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 272	KIF = 197 	Adj. Tag = 928
Node n1417:	Gate = AND,	Visited = true,		Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 3	KIF = 3 	Adj. Tag = 35
Node n1418:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 45	KIF = 57 	Adj. Tag = 284
Node n1419:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 253	KIF = 183 	Adj. Tag = 557
Node n1420:	Gate = AND,	Visited = true,		Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 3	KIF = 3 	Adj. Tag = 35
Node n1421:	Gate = AND,	Visited = true,		Leaks = true,	Fanin = 2,	Fanout = 1,	Level = 4	KIF = 4 	Adj. Tag = 76
Node n1422:	Gate = INV,	Visited = true,		Leaks = true,	Fanin = 1,	Fanout = 1,	Level = 5	KIF = 4 	Adj. Tag = 118
Node n1423:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 259	KIF = 185 	Adj. Tag = 648
Node n1424:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 260	KIF = 185 	Adj. Tag = 673
Node n1425:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 261	KIF = 185 	Adj. Tag = 701
Node n1426:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 262	KIF = 185 	Adj. Tag = 725
Node n1427:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 263	KIF = 186 	Adj. Tag = 752
Node n1428:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 265	KIF = 186 	Adj. Tag = 784
Node n1429:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 267	KIF = 189 	Adj. Tag = 817
Node n1430:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 269	KIF = 190 	Adj. Tag = 859
Node n1431:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 271	KIF = 193 	Adj. Tag = 909
Node n1432:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 272	KIF = 193 	Adj. Tag = 928
Node n1433:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 273	KIF = 197 	Adj. Tag = 967
Node n1434:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 274	KIF = 197 	Adj. Tag = 981
Node n1435:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 275	KIF = 200 	Adj. Tag = 1012
Node n1436:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 276	KIF = 200 	Adj. Tag = 1031
Node n1437:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 277	KIF = 206 	Adj. Tag = 1077
Node n1438:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 278	KIF = 206 	Adj. Tag = 1108
Node n1439:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 279	KIF = 208 	Adj. Tag = 1132
Node n1440:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 281	KIF = 209 	Adj. Tag = 1174
Node n1441:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 283	KIF = 218 	Adj. Tag = 1222
Node n1442:	Gate = AND,	Visited = false,	Leaks = false,	Fanin = 2,	Fanout = 1,	Level = 271	KIF = 190 	Adj. Tag = 910
Node n1443:	Gate = INV,	Visited = false,	Leaks = false,	Fanin = 1,	Fanout = 1,	Level = 272	KIF = 190 	Adj. Tag = 929
